id,authors,title,references,category,abstract,year,source
704.0059,"T. G. Beatty, J. M. Fernandez, D. W. Latham, G. A. Bakos, G. Kovacs,
  R. W. Noyes, R. P. Stefanik, G. Torres, M. E. Everett, C. W. Hergenrother","The Mass and Radius of the Unseen M-Dwarf Companion in the Single-Lined
  Eclipsing Binary HAT-TR-205-013","Astrophys.J.663:573-582,2007",astro-ph,"  We derive masses and radii for both components in the single-lined eclipsing
binary HAT-TR-205-013, which consists of a F7V primary and a late M-dwarf
secondary. The system's period is short, $P=2.230736 \pm 0.000010$ days, with
an orbit indistinguishable from circular, $e=0.012 \pm 0.021$. We demonstrate
generally that the surface gravity of the secondary star in a single-lined
binary undergoing total eclipses can be derived from characteristics of the
light curve and spectroscopic orbit. This constrains the secondary to a unique
line in the mass-radius diagram with $M/R^2$ = constant. For HAT-TR-205-013, we
assume the orbit has been tidally circularized, and that the primary's rotation
has been synchronized and aligned with the orbital axis. Our observed line
broadening, $V_{\rm rot} \sin i_{\rm rot} = 28.9 \pm 1.0$ \kms, gives a primary
radius of $R_{\rm A} = 1.28 \pm 0.04$ \rsun. Our light curve analysis leads to
the radius of the secondary, $R_{\rm B} = 0.167 \pm 0.006$ \rsun, and the
semimajor axis of the orbit, $a = 7.54 \pm 0.30 \rsun = 0.0351 \pm 0.0014$ AU.
Our single-lined spectroscopic orbit and the semimajor axis then yield the
individual masses, $M_{\rm B} = 0.124 \pm 0.010$ \msun and $M_{\rm A} = 1.04
\pm 0.13$ \msun. Our result for HAT-TR-205-013 B lies above the theoretical
mass-radius models from the Lyon group, consistent with results from
double-lined eclipsing binaries. The method we describe offers the opportunity
to study the very low end of the stellar mass-radius relation.
",2009,arxiv
704.006,"C.A. Bertulani, G. Cardella, M. De Napoli, G. Raciti, and E. Rapisarda",Coulomb excitation of unstable nuclei at intermediate energies,"Phys.Lett.B650:233-238,2007",nucl-th,"  We investigate the Coulomb excitation of low-lying states of unstable nuclei
in intermediate energy collisions ($E_{lab}\sim10-500$ MeV/nucleon). It is
shown that the cross sections for the $E1$ and $E2$ transitions are larger at
lower energies, much less than 10 MeV/nucleon. Retardation effects and Coulomb
distortion are found to be both relevant for energies as low as 10 MeV/nucleon
and as high as 500 MeV/nucleon. Implications for studies at radioactive beam
facilities are discussed.
",2008,arxiv
704.0062,"Rastislav \v{S}r\'amek, Bro\v{n}a Brejov\'a, Tom\'a\v{s} Vina\v{r}",On-line Viterbi Algorithm and Its Relationship to Random Walks,"Algorithms in Bioinformatics: 7th International Workshop (WABI),
  4645 volume of Lecture Notes in Computer Science, pp. 240-251, Philadelphia,
  PA, USA, September 2007. Springer",cs.DS,"  In this paper, we introduce the on-line Viterbi algorithm for decoding hidden
Markov models (HMMs) in much smaller than linear space. Our analysis on
two-state HMMs suggests that the expected maximum memory used to decode
sequence of length $n$ with $m$-state HMM can be as low as $\Theta(m\log n)$,
without a significant slow-down compared to the classical Viterbi algorithm.
Classical Viterbi algorithm requires $O(mn)$ space, which is impractical for
analysis of long DNA sequences (such as complete human genome chromosomes) and
for continuous data streams. We also experimentally demonstrate the performance
of the on-line Viterbi algorithm on a simple HMM for gene finding on both
simulated and real DNA sequences.
",2010,arxiv
704.0064,R. P. Malik (Bhu),"Nilpotent symmetry invariance in the superfield formulation: the
  (non-)Abelian 1-form gauge theories","Int.J.Mod.Phys.A23:3685-3705,2008",hep-th,"  We capture the off-shell as well as the on-shell nilpotent
Becchi-Rouet-Stora-Tyutin (BRST) and anti-BRST symmetry invariance of the
Lagrangian densities of the four (3 + 1)-dimensional (4D) (non-)Abelian 1-form
gauge theories within the framework of the superfield formalism. In particular,
we provide the geometrical interpretations for (i) the above nilpotent symmetry
invariance, and (ii) the above Lagrangian densities, in the language of the
specific quantities defined in the domain of the above superfield formalism.
Some of the subtle points, connected with the 4D (non-)Abelian 1-form gauge
theories, are clarified within the framework of the above superfield formalism
where the 4D ordinary gauge theories are considered on the (4, 2)-dimensional
supermanifold parametrized by the four spacetime coordinates x^\mu (with \mu =
0, 1, 2, 3) and a pair of Grassmannian variables \theta and \bar\theta. One of
the key results of our present investigation is a great deal of simplification
in the geometrical understanding of the nilpotent (anti-)BRST symmetry
invariance.
",2008,arxiv
704.0065,A. I. Molev,Littlewood-Richardson polynomials,"J. Algebra 321 (2009), 3450-3468.",math.AG math.CO,"  We introduce a family of rings of symmetric functions depending on an
infinite sequence of parameters. A distinguished basis of such a ring is
comprised by analogues of the Schur functions. The corresponding structure
coefficients are polynomials in the parameters which we call the
Littlewood-Richardson polynomials. We give a combinatorial rule for their
calculation by modifying an earlier result of B. Sagan and the author. The new
rule provides a formula for these polynomials which is manifestly positive in
the sense of W. Graham. We apply this formula for the calculation of the
product of equivariant Schubert classes on Grassmannians which implies a
stability property of the structure coefficients. The first manifestly positive
formula for such an expansion was given by A. Knutson and T. Tao by using
combinatorics of puzzles while the stability property was not apparent from
that formula. We also use the Littlewood-Richardson polynomials to describe the
multiplication rule in the algebra of the Casimir elements for the general
linear Lie algebra in the basis of the quantum immanants constructed by A.
Okounkov and G. Olshanski.
",2009,arxiv
704.0067,Lawrence H. Friedman,Order of Epitaxial Self-Assembled Quantum Dots: Linear Analysis,"L. H. Friedman. Order of epitaxial self-assembled quantum dots:
  Linear analysis. Journal of Nanophotonics, 1(1):013513, 2007.",cond-mat.mtrl-sci,"  Epitaxial self-assembled quantum dots (SAQDs) are of interest for
nanostructured optoelectronic and electronic devices such as lasers,
photodetectors and nanoscale logic. Spatial order and size order of SAQDs are
important to the development of usable devices. It is likely that these two
types of order are strongly linked; thus, a study of spatial order will also
have strong implications for size order. Here a study of spatial order is
undertaken using a linear analysis of a commonly used model of SAQD formation
based on surface diffusion. Analytic formulas for film-height correlation
functions are found that characterize quantum dot spatial order and
corresponding correlation lengths that quantify order. Initial atomic-scale
random fluctuations result in relatively small correlation lengths (about two
dots) when the effect of a wetting potential is negligible; however, the
correlation lengths diverge when SAQDs are allowed to form at a near-critical
film height. The present work reinforces previous findings about anisotropy and
SAQD order and presents as explicit and transparent mechanism for ordering with
corresponding analytic equations. In addition, SAQD formation is by its nature
a stochastic process, and various mathematical aspects regarding statistical
analysis of SAQD formation and order are presented.
",2007,arxiv
704.007,He Yanzhang and Bao Chengguang,"Coincidence of the oscillations in the dipole transition and in the
  persistent current of narrow quantum rings with two electrons",J. Phys.: Condens. Matter 20 (2008) 055214,cond-mat.mes-hall,"  The fractional Aharonov-Bohm oscillation (FABO) of narrow quantum rings with
two electrons has been studied and has been explained in an analytical way, the
evolution of the period and amplitudes against the magnetic field can be
exactly described. Furthermore, the dipole transition of the ground state was
found to have essentially two frequencies, their difference appears as an
oscillation matching the oscillation of the persistent current exactly. A
number of equalities relating the observables and dynamical parameters have
been found.
",2008,arxiv
704.0075,"Chong Chen, Xiao-Lin Chen, Xiang Liu, Wei-Zhen Deng and Shi-Lin Zhu",Strong decays of charmed baryons,"Phys.Rev.D75:094017,2007",hep-ph hep-ex nucl-ex,"  There has been important experimental progress in the sector of heavy baryons
in the past several years. We study the strong decays of the S-wave, P-wave,
D-wave and radially excited charmed baryons using the $^3P_0$ model. After
comparing the calculated decay pattern and total width with the available data,
we discuss the possible internal structure and quantum numbers of those charmed
baryons observed recently.
",2008,arxiv
704.0076,Michael Gronau,CP violation in beauty decays,"Int.J.Mod.Phys.A22:1953-1982,2007",hep-ph hep-ex,"  Precision tests of the Kobayashi-Maskawa model of CP violation are discussed,
pointing out possible signatures for other sources of CP violation and for new
flavor-changing operators. The current status of the most accurate tests is
summarized.
",2008,arxiv
704.0078,"Marc Mars, Filipe C. Mena, Raul Vera","Linear perturbations of matched spacetimes: the gauge problem and
  background symmetries","Class.Quant.Grav.24:3673-3690,2007",gr-qc,"  We present a critical review about the study of linear perturbations of
matched spacetimes including gauge problems. We analyse the freedom introduced
in the perturbed matching by the presence of background symmetries and revisit
the particular case of spherically symmetry in n-dimensions. This analysis
includes settings with boundary layers such as brane world models and shell
cosmologies.
",2008,arxiv
